Time,Density (kg/m³),Resin Loading (g/m²),Temperature (°C),Moisture Content (%),Press Pressure (bar),Press Time (sec),Particle Size (mm),Resin Type,IB (MPa),MOR (MPa),TS (%),Outside Temperature (°C),Sawdust Humidity (%),Curing Time (sec),Cooling Time (sec),Cutting Speed (m/min),Warehouse Humidity (%),Material Waste (%),Energy Consumption (kWh),Wood Species Mix Ratio,Resin Hardener Ratio,Press Closure Speed (mm/s),Hot Press Plate Surface Temperature (°C),Pre-press Mat Moisture Content (%),Post-press Board Cooling Rate (°C/min),Dust Extraction Efficiency (%),Resin Penetration Depth (mm),Mat Forming Consistency (%),Board Edge Integrity (rating),Trim Waste Percentage (%),Additive Dosage (g/kg),Screening Efficiency (%),Blending Time for Particles and Resin (min),Mat Pre-heating Temperature (°C),Compression Ratio,Panel Surface Roughness (μm),Formaldehyde Scavenger Addition (g/kg),Sawdust Particle Distribution Uniformity (rating)
2022-07-29,643.24,281.28,193.76,5.75,372.02,33.96,1.95,Urea-formaldehyde,0.49,32.46,21.74,0.52,6.16,162.98,63.82,55.77,41.17,2.8,819.68,0.99,0.038,17.24,227.5,10.57,2.33,95.8,1.67,93.7,Poor,2.48,13.24,86.3,9.1,96.9,2.08,25.0,0.19,Non-uniform
2022-03-31,647.81,127.95,194.33,9.06,330.87,21.66,2.07,Urea-formaldehyde,0.57,28.04,21.69,5.24,7.04,86.13,55.73,63.2,43.11,3.21,1366.68,0.6,0.027,17.21,224.1,8.79,3.1,92.6,4.32,91.0,Excellent,3.17,7.04,80.2,11.9,99.2,2.36,31.0,3.21,Uniform
2022-09-19,731.57,224.12,190.47,9.96,349.59,30.04,1.06,Phenol-formaldehyde,0.54,49.63,15.77,27.19,11.26,132.4,34.28,60.51,48.27,1.34,749.25,0.44,0.016,19.54,222.7,9.86,1.43,92.2,2.21,99.4,Good,1.8,5.8,94.4,8.3,86.3,2.81,73.0,7.28,Non-uniform
2022-01-27,646.87,115.37,198.8,7.62,386.7,26.69,2.3,Melamine,0.3,24.65,14.77,-2.96,11.34,146.69,49.71,66.55,47.82,0.7,955.44,0.53,0.025,6.87,222.4,8.49,2.48,90.8,4.02,97.5,Good,1.16,15.04,95.4,7.3,101.1,2.76,17.0,4.74,Non-uniform
2022-11-29,686.09,193.36,204.76,9.91,341.21,28.89,1.23,Urea-formaldehyde,0.57,41.03,11.01,30.85,11.36,106.31,55.0,85.54,32.81,3.34,607.02,0.3,0.021,17.14,200.5,6.67,2.58,95.8,2.18,92.0,Poor,0.74,9.53,87.4,11.5,98.3,2.75,89.0,1.85,Uniform
2022-07-31,682.14,196.08,222.25,9.92,306.65,35.67,1.01,Phenol-formaldehyde,0.53,40.71,20.42,4.62,8.11,170.29,82.46,99.08,35.72,4.59,871.49,0.71,0.038,19.94,215.0,10.39,3.51,98.6,3.61,99.7,Fair,0.48,0.94,90.1,8.8,114.6,2.9,58.0,3.5,Non-uniform
2022-07-13,712.91,231.88,189.41,6.01,329.36,31.85,2.05,Melamine,0.64,40.25,21.89,12.89,12.76,131.15,35.16,86.21,45.76,2.48,646.73,0.73,0.036,19.01,181.7,9.24,2.61,92.7,3.07,91.5,Poor,3.65,9.02,96.7,10.4,102.1,2.78,36.0,9.66,Uniform
2022-06-11,728.16,258.54,194.5,9.83,335.62,33.87,0.6,Urea-formaldehyde,0.37,30.44,22.83,16.79,10.97,110.73,55.75,94.26,39.42,0.83,1136.17,0.63,0.047,18.46,188.8,6.32,1.56,91.3,2.03,95.1,Fair,3.01,15.98,97.4,9.1,106.1,1.89,74.0,3.07,Uniform
2022-03-25,601.39,288.38,215.5,7.3,390.15,24.54,1.98,Phenol-formaldehyde,0.72,37.57,22.34,6.22,8.85,99.25,51.82,63.96,31.18,2.76,947.15,0.5,0.028,8.8,227.2,10.14,1.81,90.9,4.09,99.5,Poor,0.24,15.42,85.3,9.1,84.5,2.16,32.0,0.33,Non-uniform
2022-12-12,643.54,178.0,194.01,9.27,318.2,25.99,0.93,Melamine,0.34,31.41,15.48,-3.01,10.94,103.2,42.81,89.36,43.4,2.56,799.29,0.73,0.017,15.67,210.2,6.63,3.69,92.2,1.4,97.1,Fair,2.96,12.79,81.0,14.9,100.7,2.89,92.0,9.53,Non-uniform
2022-04-21,752.99,138.54,222.05,10.84,343.81,21.75,2.66,Urea-formaldehyde,0.65,43.77,9.32,10.04,10.66,179.86,50.95,58.52,42.5,1.91,952.9,0.72,0.013,16.09,215.5,11.67,1.29,95.8,3.83,95.9,Poor,1.51,14.77,91.9,10.5,99.4,1.52,41.0,5.01,Uniform
2022-03-23,662.34,116.13,218.91,10.95,376.64,37.41,2.91,Phenol-formaldehyde,0.54,23.18,10.54,13.12,10.78,73.11,89.0,75.09,46.0,3.54,943.25,0.29,0.036,9.51,196.7,10.15,1.14,90.5,3.31,94.3,Fair,4.76,19.14,85.4,8.0,102.2,2.56,46.0,5.86,Non-uniform
2022-06-20,743.92,144.57,197.92,6.45,322.36,20.21,1.41,Phenol-formaldehyde,0.69,35.6,13.55,3.88,10.82,163.83,84.25,66.41,39.22,1.84,784.52,0.93,0.015,16.98,221.7,11.15,3.89,95.0,1.63,90.7,Excellent,2.65,17.51,83.8,13.5,113.0,2.28,72.0,1.31,Uniform
2022-09-24,636.72,233.96,218.63,7.28,383.13,31.9,2.78,Phenol-formaldehyde,0.35,46.7,24.91,2.4,9.24,154.32,37.83,50.26,49.58,1.24,1339.76,0.76,0.046,11.72,203.1,10.29,1.92,92.2,2.26,92.0,Good,1.26,6.58,98.9,13.3,114.0,1.75,19.0,0.71,Non-uniform
2022-05-19,671.9,282.17,195.76,8.84,328.11,34.29,1.91,Melamine,0.3,23.44,19.83,-3.53,14.84,151.55,70.82,83.16,36.39,0.41,1091.83,0.77,0.011,15.83,226.3,9.01,3.71,91.0,3.34,99.3,Fair,0.82,2.25,87.2,5.2,99.6,2.65,52.0,3.77,Non-uniform
2022-10-24,703.76,264.79,187.17,8.86,392.02,34.99,2.2,Urea-formaldehyde,0.37,23.72,22.09,-4.9,11.65,83.76,63.56,95.67,37.06,2.83,662.35,0.3,0.038,11.39,184.0,10.73,3.79,91.3,1.53,99.4,Good,4.97,9.68,85.6,9.6,110.1,2.67,49.0,7.0,Non-uniform
2022-01-18,647.31,118.85,210.82,9.38,375.51,37.05,2.92,Urea-formaldehyde,0.72,25.27,13.82,6.91,8.09,142.48,35.19,69.38,48.14,3.94,1074.16,0.96,0.017,5.04,196.6,6.46,3.02,96.0,2.87,96.5,Good,2.65,18.93,94.1,10.5,102.1,2.68,60.0,0.87,Uniform
2022-08-16,777.52,248.4,224.66,8.72,300.01,25.9,0.54,Phenol-formaldehyde,0.32,44.88,22.05,24.09,12.86,121.53,51.72,71.2,34.32,1.98,562.18,0.21,0.02,5.46,183.1,8.74,4.44,96.6,3.26,99.2,Excellent,4.25,5.97,93.2,6.1,110.8,2.59,90.0,3.79,Uniform
2022-06-19,639.47,116.65,191.9,5.12,326.22,25.9,1.43,Melamine,0.7,31.58,21.4,8.39,11.93,136.87,35.97,90.68,32.6,2.26,1025.5,0.14,0.038,15.57,204.7,6.52,1.97,90.0,2.31,97.4,Poor,0.48,5.28,89.5,12.9,98.1,2.71,62.0,9.92,Uniform
2022-02-19,710.16,260.55,223.1,6.58,324.52,30.56,0.76,Phenol-formaldehyde,0.65,48.44,16.75,0.49,11.92,62.76,33.39,63.91,47.35,1.34,1399.0,0.58,0.043,10.85,211.2,7.12,3.14,98.3,2.94,95.2,Excellent,4.38,1.63,98.8,12.7,103.9,2.42,81.0,3.26,Uniform
2022-11-14,727.98,254.08,221.18,11.94,322.36,39.85,1.65,Urea-formaldehyde,0.58,20.43,8.02,-0.41,14.8,70.7,61.4,58.4,31.13,3.63,657.78,0.31,0.022,13.93,218.4,10.9,4.1,96.8,3.57,94.4,Poor,3.43,14.98,81.4,6.0,83.1,1.9,25.0,4.78,Uniform
2022-03-17,666.04,104.06,219.39,11.56,329.15,32.57,1.32,Phenol-formaldehyde,0.43,23.94,11.42,8.48,11.36,82.76,39.21,76.38,40.05,2.31,678.4,0.86,0.043,7.72,189.6,5.05,3.92,92.3,4.36,98.6,Good,4.22,8.57,80.8,7.0,107.8,2.65,32.0,9.75,Uniform
2022-09-30,780.75,250.24,191.88,7.02,342.9,38.34,1.96,Melamine,0.36,33.29,22.26,12.32,7.95,163.58,67.68,76.69,35.9,2.98,609.65,0.52,0.021,8.1,201.2,5.71,2.76,95.6,1.14,99.5,Excellent,4.54,0.36,94.3,12.7,110.3,1.67,37.0,7.32,Non-uniform
2022-08-24,665.99,290.52,191.67,8.11,308.17,24.46,1.53,Melamine,0.63,22.23,20.16,32.26,12.79,83.34,60.85,98.53,42.89,2.67,829.67,0.61,0.018,8.5,213.2,11.44,2.19,98.3,4.03,97.3,Poor,1.05,8.82,88.4,6.5,83.5,2.73,52.0,9.02,Non-uniform
2022-07-16,783.43,188.73,191.51,11.26,359.94,37.03,2.0,Phenol-formaldehyde,0.48,25.8,18.11,5.89,9.93,82.13,47.4,65.52,39.92,3.66,758.02,0.45,0.015,9.65,213.0,8.73,3.31,94.5,4.41,95.4,Fair,4.31,15.2,80.1,5.7,114.7,1.59,44.0,9.1,Uniform
2022-07-14,684.31,191.46,219.45,9.6,323.28,37.17,1.03,Phenol-formaldehyde,0.33,36.38,11.27,6.49,8.99,77.88,32.2,82.82,38.95,0.21,1092.61,0.71,0.033,14.67,212.0,5.05,3.64,96.7,2.26,93.7,Good,2.32,7.42,84.1,14.3,87.3,1.84,13.0,1.37,Uniform
2022-07-24,768.59,202.4,206.89,11.26,389.49,36.72,2.31,Melamine,0.72,43.18,18.05,1.3,12.35,85.49,70.69,82.45,44.95,2.64,568.56,0.16,0.01,17.24,204.2,11.24,2.26,98.9,3.66,94.7,Fair,1.67,9.42,85.6,14.5,118.6,2.71,48.0,7.88,Non-uniform
2022-11-22,799.38,291.04,182.52,8.11,372.6,22.86,0.73,Melamine,0.46,39.89,11.18,8.25,13.83,106.72,62.26,52.82,43.22,0.24,1343.26,0.77,0.042,6.72,211.0,11.74,2.27,97.6,1.19,94.0,Good,4.9,14.99,85.6,6.9,95.7,2.97,62.0,9.64,Non-uniform
2022-11-03,706.8,103.84,181.88,8.33,356.26,32.17,2.99,Urea-formaldehyde,0.46,38.21,21.83,16.45,14.1,96.8,88.75,65.36,30.38,1.7,696.58,0.95,0.037,8.71,192.9,9.25,3.47,98.8,4.66,95.6,Fair,1.73,16.14,83.2,8.5,86.2,2.58,25.0,4.85,Uniform
2022-08-17,778.44,292.26,223.09,5.02,384.77,38.21,1.69,Urea-formaldehyde,0.48,21.86,18.44,-4.11,12.26,151.84,49.78,95.35,37.61,1.09,998.33,0.66,0.044,14.0,228.4,8.43,1.48,91.1,3.22,95.5,Excellent,2.8,1.82,82.9,7.1,101.5,2.94,50.0,9.26,Non-uniform
2022-06-04,735.35,215.95,181.27,7.91,364.12,26.37,1.05,Urea-formaldehyde,0.36,33.24,20.77,5.45,5.49,98.29,46.17,66.02,38.29,2.22,832.45,0.14,0.047,7.15,183.7,6.8,1.65,95.6,2.02,91.5,Good,0.42,4.21,88.1,11.4,102.2,1.9,27.0,3.48,Non-uniform
2022-02-15,672.17,295.83,226.79,7.66,303.13,37.68,2.59,Melamine,0.65,29.28,16.97,25.44,13.5,99.5,69.85,89.97,46.7,4.85,1106.96,0.33,0.014,11.62,181.5,8.92,3.16,95.5,1.37,96.0,Poor,0.12,12.53,83.8,8.4,102.3,2.09,94.0,5.49,Uniform
2022-12-18,704.34,213.87,216.98,5.63,358.84,29.9,1.06,Urea-formaldehyde,0.31,49.42,9.6,16.28,6.9,117.54,56.01,76.47,45.71,0.59,992.48,0.4,0.033,8.72,184.1,7.97,3.44,92.6,2.1,97.7,Good,4.31,19.17,89.4,14.8,87.4,2.31,93.0,4.2,Non-uniform
2022-03-22,629.77,144.57,220.85,5.05,332.76,21.57,2.33,Urea-formaldehyde,0.39,47.88,20.74,34.93,7.53,164.66,61.54,99.0,35.72,3.17,1417.76,0.7,0.032,14.12,221.4,8.64,1.95,91.3,4.13,90.8,Good,4.86,10.31,84.1,10.7,100.7,2.0,33.0,2.76,Non-uniform
2022-08-29,722.67,125.34,202.58,7.74,341.04,39.51,2.98,Melamine,0.34,22.66,18.19,-1.17,5.11,116.89,72.06,71.07,33.52,3.57,1496.01,0.11,0.047,13.96,219.8,9.23,2.05,96.2,4.91,98.2,Fair,0.6,10.61,87.8,13.7,80.6,2.14,66.0,3.14,Uniform
2022-03-17,756.39,153.22,194.56,9.17,395.67,31.34,0.95,Phenol-formaldehyde,0.71,23.66,16.64,2.85,7.51,155.07,51.68,83.76,49.92,2.17,1360.53,0.49,0.049,5.34,220.9,11.58,3.16,98.8,3.09,93.7,Excellent,3.46,10.77,94.6,14.8,108.0,2.47,39.0,6.21,Uniform
2022-12-06,626.44,238.77,189.86,5.26,302.74,21.88,1.88,Melamine,0.6,38.34,21.46,29.54,9.0,123.22,39.69,91.79,33.5,2.12,965.56,0.31,0.05,18.59,220.5,5.26,2.66,97.3,2.21,92.0,Fair,0.92,15.46,90.8,9.6,92.7,2.94,41.0,2.28,Non-uniform
2022-05-23,725.78,173.14,229.69,5.71,330.67,37.03,1.91,Urea-formaldehyde,0.54,46.03,20.43,25.07,13.58,81.93,31.25,94.39,38.93,4.23,1384.89,0.63,0.045,16.54,208.4,6.52,1.59,98.5,3.04,97.7,Good,4.24,17.32,97.9,12.8,98.2,2.36,54.0,3.44,Non-uniform
2022-11-04,747.87,258.1,181.36,7.0,345.41,21.29,2.65,Melamine,0.54,29.84,14.72,29.56,11.6,88.78,87.27,78.98,34.52,4.13,591.41,0.96,0.027,17.77,205.0,9.32,4.37,92.3,3.47,96.1,Fair,3.42,5.56,96.0,5.4,110.2,1.76,30.0,4.47,Uniform
2022-03-13,651.99,129.7,220.78,5.13,360.87,27.52,2.98,Phenol-formaldehyde,0.71,40.5,20.32,-4.48,9.16,159.27,69.05,81.33,40.58,1.22,804.92,0.44,0.026,8.34,225.0,5.42,3.45,93.5,4.66,93.8,Fair,1.33,8.64,97.5,13.3,88.8,2.75,43.0,4.89,Non-uniform
2022-07-08,664.42,218.4,196.92,8.23,338.78,31.55,1.89,Phenol-formaldehyde,0.74,38.29,11.85,6.83,9.94,146.56,54.18,87.37,49.9,0.13,1312.35,0.72,0.023,14.17,210.4,7.97,4.7,98.7,1.34,98.2,Excellent,1.71,2.61,97.1,14.5,93.4,1.51,89.0,9.81,Non-uniform
2022-12-02,736.98,213.97,194.47,10.48,348.81,34.28,1.58,Urea-formaldehyde,0.42,27.88,8.78,29.83,5.92,172.05,51.6,79.14,39.9,1.98,974.17,0.36,0.029,16.06,221.3,6.99,4.87,92.3,4.09,92.9,Poor,1.79,11.27,97.5,10.3,82.3,2.3,22.0,4.77,Uniform
2022-01-21,623.42,265.98,196.79,11.24,334.38,33.24,0.91,Phenol-formaldehyde,0.54,32.0,16.77,0.16,10.79,136.0,79.6,69.0,40.84,3.37,1488.6,0.41,0.044,16.51,185.8,8.81,1.32,91.3,2.85,97.5,Poor,4.8,3.58,80.6,8.9,82.1,2.42,18.0,1.09,Uniform
2022-07-11,693.71,182.22,190.44,5.39,323.69,23.78,1.41,Urea-formaldehyde,0.63,31.74,18.12,34.67,6.57,132.28,41.04,64.83,33.09,4.5,1332.05,0.16,0.025,14.32,207.4,10.13,3.34,97.5,3.06,94.7,Excellent,1.09,0.26,84.8,10.4,117.8,1.98,56.0,2.1,Uniform
2022-09-29,731.23,261.75,219.83,8.04,374.11,24.11,2.23,Phenol-formaldehyde,0.48,27.29,17.02,24.94,14.15,125.74,72.21,52.24,33.31,3.04,1145.99,0.87,0.032,11.2,221.0,6.01,1.82,94.1,3.11,93.9,Good,0.3,16.8,85.9,8.7,88.3,1.57,64.0,4.03,Uniform
2022-05-01,722.77,261.68,200.19,5.11,311.23,33.87,1.41,Melamine,0.37,30.6,11.97,30.91,8.2,172.78,50.94,70.98,46.44,2.37,1288.38,0.76,0.048,14.47,196.7,9.99,4.3,98.5,3.32,95.5,Poor,2.54,15.76,84.8,10.5,85.2,2.57,46.0,6.01,Non-uniform
2022-11-13,658.68,246.01,217.92,6.21,393.52,24.9,2.0,Phenol-formaldehyde,0.46,22.95,8.6,22.19,12.69,176.46,52.57,84.73,30.81,3.59,770.49,0.52,0.037,9.05,196.7,6.05,2.92,93.4,4.38,97.0,Excellent,1.48,17.2,93.6,6.2,102.1,2.15,51.0,2.74,Uniform
2022-01-24,652.76,125.58,219.41,7.9,336.89,23.8,1.13,Urea-formaldehyde,0.5,49.8,23.09,4.32,11.72,119.21,43.0,51.8,37.57,1.44,822.77,0.53,0.026,7.78,223.3,6.94,1.55,93.9,2.21,97.6,Poor,3.68,17.38,92.7,7.1,85.8,1.72,93.0,0.13,Non-uniform
2022-07-12,761.04,132.85,200.53,7.46,330.55,20.37,1.89,Melamine,0.5,26.68,21.58,30.37,10.85,102.53,45.33,94.07,36.79,1.69,1289.09,0.37,0.021,5.43,205.1,10.53,3.03,94.5,4.94,90.6,Excellent,2.04,10.77,89.6,10.3,82.2,1.87,36.0,5.68,Uniform
2022-08-05,609.98,234.2,186.73,10.55,311.11,26.32,2.7,Urea-formaldehyde,0.66,22.26,15.51,5.95,6.99,94.18,40.19,79.41,39.66,3.01,1494.81,0.49,0.032,7.7,228.4,6.23,2.94,94.1,2.6,99.8,Excellent,2.97,5.75,95.6,6.6,99.8,1.72,28.0,8.99,Uniform
2022-04-12,771.09,276.79,199.4,9.93,356.63,21.97,2.32,Phenol-formaldehyde,0.76,20.59,17.5,6.1,8.2,179.18,70.09,78.59,31.25,0.56,1039.4,0.55,0.011,19.22,206.9,11.87,1.12,92.8,1.7,99.6,Fair,1.51,10.74,94.4,10.1,85.5,1.55,100.0,7.83,Non-uniform
2022-08-26,756.06,213.75,187.47,10.24,358.51,26.19,2.27,Melamine,0.34,43.45,12.96,32.1,10.65,121.8,89.21,91.52,38.82,4.52,1196.03,0.33,0.019,19.52,221.9,11.03,3.57,90.1,3.01,96.6,Poor,3.18,18.86,92.5,12.1,97.3,1.53,84.0,0.37,Uniform
2022-05-21,630.59,251.18,223.2,8.84,344.23,30.49,1.91,Phenol-formaldehyde,0.75,40.66,20.16,23.38,12.05,118.78,73.75,55.02,36.39,3.24,655.82,0.44,0.014,13.74,189.7,8.69,2.51,92.7,4.34,98.7,Poor,4.4,14.02,91.9,7.9,99.4,2.42,10.0,0.65,Non-uniform
2022-02-02,701.88,115.43,195.27,9.84,311.01,24.23,2.82,Urea-formaldehyde,0.62,32.01,15.41,33.79,13.96,95.43,57.84,63.09,34.84,4.71,1398.55,0.33,0.02,16.53,181.6,7.2,4.21,96.7,3.03,91.6,Poor,0.27,10.6,82.6,7.0,113.4,2.74,98.0,6.55,Uniform
2022-12-05,776.9,163.22,200.14,7.21,339.74,20.74,1.67,Phenol-formaldehyde,0.51,46.4,17.94,22.72,5.05,170.85,47.92,77.56,43.87,0.38,839.81,0.29,0.042,14.36,211.9,11.84,1.33,96.0,1.79,91.7,Fair,1.0,13.23,93.5,6.8,86.6,2.81,53.0,1.09,Uniform
2022-07-24,670.63,146.81,203.15,5.23,331.03,26.61,1.51,Urea-formaldehyde,0.5,32.79,13.43,5.75,11.2,170.79,77.33,73.31,38.5,3.63,1411.35,0.65,0.04,7.99,223.8,8.98,3.13,91.6,1.34,94.3,Fair,3.52,6.47,87.8,5.5,107.4,2.31,42.0,8.88,Non-uniform
2022-03-25,765.24,246.33,208.15,11.54,362.04,25.12,0.92,Phenol-formaldehyde,0.68,33.74,12.07,7.74,14.59,155.56,88.03,64.29,39.5,3.72,546.1,0.77,0.022,7.05,206.2,10.3,2.82,91.2,4.59,99.4,Excellent,0.17,16.04,94.8,9.2,94.8,2.54,93.0,1.53,Non-uniform
2022-10-17,732.87,288.73,220.16,9.95,374.56,30.95,0.99,Phenol-formaldehyde,0.7,27.43,12.22,-2.21,7.78,115.55,73.42,90.1,38.7,0.92,885.16,0.68,0.022,18.39,180.9,9.96,4.37,96.1,2.88,99.1,Good,2.38,12.36,81.6,14.3,108.9,2.92,85.0,2.7,Non-uniform
2022-01-16,756.15,119.8,196.8,6.21,390.16,32.4,0.56,Melamine,0.31,32.14,21.27,8.21,5.32,100.34,55.97,75.88,30.14,1.32,993.68,0.99,0.046,16.76,228.4,5.12,1.4,94.2,2.12,90.5,Poor,3.59,10.07,80.6,8.0,103.8,2.93,23.0,0.72,Non-uniform
2022-05-11,620.16,248.63,180.24,7.51,354.31,35.17,2.81,Melamine,0.6,40.56,23.92,8.03,6.77,70.7,42.4,65.24,43.46,2.87,603.86,0.63,0.048,6.6,207.0,7.16,3.3,91.0,4.77,91.2,Good,0.12,7.29,91.7,10.9,83.8,2.59,69.0,1.04,Uniform
2022-09-13,601.84,294.21,188.48,11.42,352.73,28.7,1.71,Melamine,0.63,41.89,22.78,9.86,11.71,123.89,67.44,82.65,34.28,0.8,886.64,0.38,0.018,12.02,215.6,7.87,4.79,98.3,2.19,94.8,Excellent,3.9,18.22,81.8,9.9,112.7,2.5,72.0,1.97,Uniform
2022-11-10,641.52,267.17,200.64,6.15,346.88,24.69,0.95,Phenol-formaldehyde,0.3,48.15,11.31,6.14,8.45,67.12,53.76,87.53,35.61,0.9,961.24,0.55,0.041,11.66,198.7,6.86,4.27,92.9,4.46,93.1,Poor,2.46,5.0,93.5,10.9,89.8,1.91,68.0,2.36,Uniform
2022-07-04,772.15,230.42,188.85,8.29,351.67,37.28,0.58,Urea-formaldehyde,0.38,20.82,14.81,30.37,14.84,123.31,32.45,66.63,45.98,3.11,966.95,0.23,0.026,7.59,209.4,9.65,2.38,94.8,3.02,95.4,Excellent,0.5,2.97,81.4,9.5,98.0,1.79,16.0,3.53,Non-uniform
2022-08-03,670.38,283.51,207.37,10.38,302.07,22.85,1.29,Urea-formaldehyde,0.52,44.24,24.68,34.79,9.74,124.74,36.98,79.67,48.41,1.12,583.28,0.46,0.045,9.68,194.0,11.47,3.21,90.6,1.8,99.3,Poor,0.93,5.36,80.4,6.2,93.1,1.78,32.0,7.75,Non-uniform
2022-11-13,752.25,207.66,228.49,10.65,385.82,31.97,1.7,Melamine,0.41,22.61,17.25,33.23,6.93,65.56,78.04,58.39,37.45,2.75,714.55,0.54,0.029,19.57,199.2,9.72,2.79,90.8,2.66,91.4,Excellent,4.2,2.71,95.0,9.6,87.0,2.19,98.0,3.31,Non-uniform
2022-11-18,765.51,107.66,187.37,6.24,367.51,28.69,0.55,Urea-formaldehyde,0.43,21.77,15.46,9.83,13.04,139.53,45.98,70.87,40.25,3.04,989.53,0.6,0.032,18.98,207.5,5.39,3.77,97.2,2.68,92.6,Excellent,1.72,0.26,94.2,6.7,102.7,2.04,27.0,3.3,Uniform
2022-11-11,629.78,276.47,225.61,9.57,375.73,27.01,0.73,Phenol-formaldehyde,0.5,48.95,13.38,24.12,13.61,174.72,33.49,90.64,49.93,2.63,1270.54,0.9,0.038,19.5,216.6,9.29,3.41,92.0,3.79,95.1,Excellent,3.14,5.43,93.8,11.1,113.7,1.95,21.0,9.64,Uniform
2022-04-13,765.9,206.51,206.48,6.37,376.34,24.65,2.01,Phenol-formaldehyde,0.31,40.19,16.92,17.22,8.16,161.01,59.76,76.84,49.74,0.84,675.46,0.32,0.042,7.46,202.9,7.89,2.0,97.8,2.17,99.6,Fair,2.66,5.2,89.0,11.5,98.1,2.49,48.0,1.49,Non-uniform
2022-06-18,773.81,234.29,210.38,11.87,350.15,21.17,0.73,Phenol-formaldehyde,0.5,34.43,19.17,22.33,5.5,124.89,52.3,60.94,39.57,3.83,1380.67,0.5,0.027,6.73,196.0,7.4,2.4,93.3,1.46,95.6,Good,2.65,11.47,87.2,10.5,103.3,2.79,20.0,2.61,Uniform
2022-11-18,691.87,215.21,183.29,10.23,322.23,39.02,0.82,Melamine,0.54,30.35,13.1,34.31,6.19,82.69,50.85,67.76,44.0,1.53,1180.71,0.82,0.038,19.79,196.1,10.17,3.67,90.1,3.01,91.6,Good,4.41,2.73,89.6,14.3,107.5,1.9,75.0,7.06,Uniform
2022-07-20,603.58,154.64,202.5,9.72,375.06,35.78,2.28,Urea-formaldehyde,0.72,39.92,20.94,32.89,13.74,69.08,69.85,67.14,49.99,2.99,1028.73,0.46,0.034,8.53,184.8,11.32,2.7,90.6,4.74,97.7,Good,2.81,5.11,98.4,6.1,118.0,1.99,97.0,6.08,Non-uniform
2022-04-04,603.72,157.57,193.04,11.06,347.75,30.96,2.28,Phenol-formaldehyde,0.4,35.61,12.83,-4.33,11.96,112.1,87.38,58.91,34.94,4.63,958.25,0.27,0.045,14.93,211.7,5.23,2.23,93.9,2.53,93.9,Fair,1.04,1.7,96.2,12.9,83.1,1.8,23.0,6.12,Non-uniform
2022-07-07,678.15,128.0,222.58,10.38,379.67,38.65,2.33,Urea-formaldehyde,0.77,21.12,20.67,11.47,7.37,103.4,69.87,73.72,37.22,4.94,753.13,0.98,0.019,18.1,187.9,10.55,2.37,91.7,2.13,90.6,Poor,0.72,7.26,84.1,6.6,114.5,2.0,28.0,9.46,Uniform
2022-04-18,602.98,154.33,210.82,7.7,391.11,28.97,2.52,Melamine,0.45,20.29,16.77,34.15,6.18,177.02,68.32,71.05,47.27,3.5,854.41,0.61,0.013,7.75,189.8,10.52,1.21,94.2,4.32,92.6,Excellent,4.64,16.81,93.2,8.8,102.4,2.65,69.0,7.41,Non-uniform
2022-01-09,781.25,175.3,216.2,11.77,379.25,37.63,1.83,Urea-formaldehyde,0.52,39.58,8.89,-2.45,10.72,138.69,68.61,60.1,43.06,2.08,788.5,0.55,0.04,7.47,198.1,6.38,4.57,98.1,4.18,91.8,Excellent,3.09,10.53,83.5,10.8,114.2,2.54,72.0,4.77,Non-uniform
2022-03-17,742.12,151.21,227.68,6.01,328.91,22.97,0.64,Urea-formaldehyde,0.64,43.06,20.36,26.18,11.33,149.45,86.15,78.7,35.33,3.39,1302.89,0.61,0.045,7.61,182.7,11.76,3.94,95.3,4.73,96.5,Excellent,0.17,4.94,80.6,15.0,81.7,1.58,81.0,0.6,Non-uniform
2022-07-05,751.72,131.54,191.65,10.32,325.23,29.91,0.65,Phenol-formaldehyde,0.39,33.94,9.25,33.37,5.78,62.99,74.17,97.84,31.22,1.16,1004.34,0.57,0.041,11.52,224.7,8.61,2.67,97.0,4.48,98.9,Excellent,3.59,10.05,90.4,7.2,109.4,2.17,75.0,7.07,Non-uniform
2022-04-20,753.32,215.73,195.69,8.8,339.06,22.69,2.54,Phenol-formaldehyde,0.64,22.89,20.87,-1.65,5.73,172.83,69.41,70.9,37.68,2.37,981.96,0.87,0.026,14.37,194.6,9.72,2.26,96.0,2.47,97.3,Fair,0.66,10.43,89.0,12.9,102.7,2.96,84.0,7.71,Non-uniform
2022-05-22,621.62,182.0,182.73,11.49,355.85,35.33,0.96,Phenol-formaldehyde,0.37,46.39,16.0,12.95,6.38,140.38,36.38,62.17,44.68,4.74,1224.86,0.21,0.041,9.11,184.4,5.13,3.83,91.5,2.12,95.9,Excellent,0.78,19.31,83.8,9.3,95.7,2.55,12.0,8.07,Non-uniform
2022-09-29,631.85,272.83,222.69,9.53,381.75,28.48,1.72,Urea-formaldehyde,0.54,49.08,18.77,10.75,11.13,173.88,81.92,71.5,36.62,2.6,1267.85,0.51,0.03,15.92,205.2,11.25,3.88,93.7,1.58,97.4,Poor,4.65,19.87,94.2,8.2,107.1,1.66,22.0,6.54,Uniform
